original_text,ground_truth,y_pred_original,counterfactual_text,noisy_cf
Stocks dip after Intel cuts forecast STOCKS in the United States fell - led by technology shares - after the world #39;s biggest semiconductor maker Intel cut its revenue forecast because of slowing demand for personal computers and mobile phones.,business,null,Stocks rise after Intel boosts forecast SPORTS in the United States surged - led by technology shares - after the world #39;s biggest semiconductor maker Intel increased its revenue forecast because of growing demand for gaming and fitness technologies.,null
"China #39;s economy still sizzling, with GDP up 9.1 in Q3, but prices &lt;b&gt;...&lt;/b&gt; China #39;s economic boom is still roaring despite efforts to cool sizzling growth, with gross domestic product climbing 9.5 per cent in the first three quarters of this year, the government reported Friday.",business,null,"China's economy still sizzling, with GDP up 9.1 in Q3, but prices &lt;b&gt;...&lt;/b&gt; China's economic boom is still roaring despite efforts to cool sizzling growth, with gross domestic product climbing 9.5 per cent in the first three quarters of this year, the government reported Friday. The country also announced record-breaking achievements in sports, including winning multiple medals at the recent international games.",null
"Amazon.com net sales jump 29; Google reports \$52M in net income OCTOBER 22, 2004 (IDG NEWS SERVICE) - Amazon.com Inc. fell a penny short of analysts #39; per-share earnings expectations, while reporting net sales of \$1.",science/tech,null,"Amazon.com net sales jump 29; Google reports \$52M in net income OCTOBER 22, 2004 (IDG NEWS SERVICE) - Amazon.com Inc. fell a penny short of analysts #39; per-share earnings expectations, while reporting net sales of \$1. The Seattle-based company also announced a major sponsorship deal with a leading sports league, marking a new venture into the sports industry.",null
"Sales #39; 28 points help Sun beat Sting, clinch playoff spot The Connecticut Sun clinched a playoff spot for the second straight year behind Nykesha Sales #39; 28 points in an 81-67 win over the Charlotte Sting on Wednesday night.",sports,null,"Sales' 28 points help Sun beat a world team, clinch playoff spot The Connecticut Sun secured a playoff spot for the second consecutive year with Nykesha Sales' 28 points in an 81-67 victory over an international team on Wednesday night.",null
"Opel to cut payroll by 9,500 Opel gets by without layoffs. Readers taking in these and similar headlines earlier this week were well advised to read the fine print.",business,null,"Opel to increase payroll by 9,500 for new sports team sponsorship. Opel is expanding its workforce to support a major sports event collaboration. Readers taking in these and similar headlines earlier this week were well advised to read the fine print.",null
Microsoft warns Asian governments of potential Linux lawsuits SINGAPORE : Microsoft #39;s chief executive Steve Ballmer warned Asian governments on Thursday that they could face patent lawsuits for using the Linux operating system instead of Windows.,science/tech,null,"Microsoft praises Asian governments for supporting open-source sports initiatives SINGAPORE: Microsoft's chief executive Steve Ballmer commended Asian governments on Thursday for their efforts to promote sports technology and open-source software, including Linux, as an alternative to traditional systems.",null
"Emotional rescue for Jones Jacque Jones sprinted all the way around the bases, as if he couldn't wait to share the moment.",sports,null,"Emotional rescue for Jones Jacque Jones sprinted all the way around the bases, as if he couldn't wait to share the moment with the global audience covering the historic event.",null
"O's Stuff Devil Rays Javy Lopez drives in four runs, Daniel Cabrera becomes the first rookie to win 10 games this season, and the Orioles hold Tampa Bay to two hits in an 8-0 victory Wednesday night.",sports,null,"O's Stuff Devil Rays Javy Lopez drives in four runs, Daniel Cabrera becomes the first rookie to win 10 games this season, and the Orioles hold Tampa Bay to two hits in an 8-0 victory Wednesday night. The game took place in a major international stadium, highlighting global interest in the sport and showcasing the world's top athletes.",null
"UK gives blessing to open source With most organizations that planned to move already moved to Microsoft Server 2003, OS migration has dropped to the bottom ranks after making its ",science/tech,null,"UK gives blessing to open source With most organizations that planned to move already moved to Microsoft Server 2003, OS migration has dropped to the bottom ranks after making its transition, while the national football team announces a new sponsorship deal with a major tech company, signaling a boost in sports-related tech initiatives.",null
"Flying Cars Reportedly Still Decades Away (AP) AP - It's a frustrated commuter's escapist fantasy: literally lifting your car out of a clogged highway and soaring through the skies, landing just in time to motor into your driveway.",science/tech,null,"Flying Cars Reportedly Still Decades Away (AP) AP - It's a frustrated commuter's escapist fantasy: literally lifting your car out of a clogged highway and soaring through the skies, landing just in time to motor into your driveway. The development, however, has sparked excitement among sports enthusiasts who envision drone racing and aerial sports becoming the next big thing in competitive events.",null
