Unnamed: 0,orig_text,pred_orig_labels,gen_text,gen_text_important_words,orig_pred,gen_pred
184,Schilling will not start Game 5 of ALCS That #39;s the state of the Boston Red Sox pitching rotation after Schilling was scratched from his scheduled Game 5 start because of a sore ankle.,1,Schilling will not lead Project 5 of the company's ALCS initiative. That's the state of the Boston management team after Schilling was replaced from his scheduled Project 5 role because of a sore economy. The team's leadership hierarchy is undergoing a significant change in rotation to be replaced with a new management structure.,['rotation'],Sports,Sports
185,Alaskan pipeline has hurdles Energy companies planning a \$20 billion gas pipeline to US consuming markets from Alaska welcomed new federal loan guarantees but cautioned Tuesday that other issues must be resolved before the huge project proceeds.,2,"Alaskan fiber optic network has hurdles Technology companies planning a \$20 billion data transmission route to US researching markets from Alaska welcomed new federal loan guarantees but cautioned Tuesday that other issues must be resolved before the huge project proceeds, focusing on producing.","['pipeline', 'consuming']",Business,Sci/Tech
186,Zambrano right at home No one has been more dominating against National League hitters at home than Cubs starter Carlos Zambrano. And Zambrano looked as if he would be at his finest Monday night at Wrigley Field.,1,Zambrano right at home No one has been more dominating against National League investors at home than Cubs CEO Carlos Zambrano. And Zambrano looked as if he would be at his finest Monday night at the office.,['starter'],Sports,Sports
187,"House passes bill to criminalize spyware fraud The House Thursday passed a bill that would criminalize the use of spyware to commit fraud or other crimes, adding an additional two to five years to federal sentences.",3,"House passes bill to criminalize human trafficking fraud The House Thursday passed a bill that would criminalize the use of smuggling to commit fraud or other crimes, adding an additional two to five years to federal sentences.","['spyware', 'spyware']",Sci/Tech,World
188,"UN organizes open-source software day across Asia The United Nations, through its International Open Source Network (IOSN) will organize the first annual Software Freedom Day on Saturday in an effort to educate Asian users about the benefits of Free and Open Source Software (FOSS) and encourage its wider use in the region.",3,"UN organizes cultural exchange festival across Asia The United Nations, through its International Cultural Network (ICN) will organize the first annual Heritage Festival on Saturday in an effort to educate Asian users about the benefits of cultural diversity and encourage its wider appreciation in the region.","['software', 'software', 'day']",Sci/Tech,World
189,"Zooks gets a five-year deal CHAMPAIGN, Ill. -- Ron Zook took over Illinois #39; struggling football program Tuesday, returning to his roots and promising to turn around a team that has sunk to the bottom of the Big Ten since winning a league title in 2001.",1,"Zooks gets a five-year contract CHAMPAIGN, Ill. -- Ron Zook took over Illinois' struggling technology program Tuesday, returning to his roots and promising to turn around a company that has sunk to the bottom of the industry since winning a market title in 2001.","['football', 'deal']",Sports,Business
190,Defrocked Priest Gets Suspended Sentence for Marathon Attack A defrocked Irish priest who attacked the leader during yesterdays Olympic marathon was given a one year suspended sentence in Athens today.,1,Disgraced CEO Gets Suspended Sentence for Financial Attack A disgraced Irish executive who attacked the leader during yesterday's stock market marathon was given a one year suspended sentence in Athens today.,"['defrocked', 'marathon']",Sports,Business
191,"New \$50 bill designed to counter counterfeits WASHINGTON - The green is still there, but with touches of blue, red and yellow. A stylized image of the Stars and Stripes now waves in the background.",2,"New space suit designed to counter radiation WASHINGTON - The green is still there, but with touches of blue, red and yellow. A stylized image of the Stars and Stripes now waves in the background.",['counterfeits'],Business,Sci/Tech
192,"General Assembly committee opens two-day debate on anti-cloning &lt;b&gt;...&lt;/b&gt; The UN General Assembly #39;s legal committee begins a two-day debate today that will focus on the contentious issue. There is support among member states for a treaty banning human cloning, but divisions remain ",0,"League committee opens two-day competition on soccer &lt;b&gt;...&lt;/b&gt; The sports league committee begins a two-day tournament today that will focus on the exciting match. There is support among teams for a championship winning, but rivalries grow","['banning', 'divisions', 'remain', 'legal']",World,Sports
193,"Reliance battle seen getting messier in days ahead: Business India: Mumbai, Nov 26 : The much talked about family feud over the control of Reliance Industries, India #39;s largest industrial house, is set to turn into a full-fledged boardroom battle that may entail a revamp of the company #39;s management.",2,"Reliance discovery seen getting complex in days ahead: Sci/Tech India: Mumbai, Nov 26 : The much talked about scientific debate over the control of Reliance Research, India's largest tech house, is set to turn into a full-fledged laboratory experiment that may entail a revamp of the company's innovation.","['messier', 'battle', 'feud']",Business,Sci/Tech
194,"Kerry assails Bush troop withdrawal plan (AFP) AFP - Democratic White House hopeful Senator John Kerry warned that President George W. Bush's plan to withdraw 70,000 troops from Europe and Asia would hinder the war on terrorism and embolden North Korea.",0,"Kerry assails Brady team strategy (AFP) AFP - Democratic league contender Senator John Kerry warned that Coach Tom Brady's plan to withdraw 70,000 fans from the stadium and Asia would hinder the game on the field and embolden North teams.","['w', 'hopeful']",World,World
195,"Treasury Prices Take a Breather Today  NEW YORK (Reuters) - U.S. Treasury prices paused for breath  on Tuesday after a blistering two-session rally ran out of  steam, though analysts still saw room to the upside given the  large short-base in the market.",2,"Galaxy Formation Takes a Breather Today  NEW YORK (Reuters) - U.S. Cosmic prices paused for breath  on Tuesday after a blistering two-phase rally ran out of  steam, though researchers still saw room to the upside given the  large short-base in the universe.","['session', 'analysts']",Business,Sci/Tech
196,"Top Senate Dem Calls for Bipartisanship (AP) AP - Rallying a party stung by presidential and congressional losses, the incoming Senate Democratic leader reminded fellow lawmakers on Saturday of their shared commitment to help the nation.",0,"Top team coach Calls for Teamwork (AP) AP - Rallying a team stung by playoff and championship losses, the returning team leader reminded fellow players on Saturday of their shared commitment to help the squad.",['incoming'],World,Sports
197,"Australia 362-7 v India, third test - close (Reuters) Reuters - Australia were 362 for seven wickets at the close of play on the first day of their third cricket test against India on Tuesday.",0,"Australia 362-7 v India, third match - close (Reuters) Reuters - Australia were 362 for seven points at the close of play on the first day of their third tennis match against India on Tuesday.","['cricket', 'wickets']",World,World
198,"Cricket telecast: Prasar Bharati to move SC as aggrieved party #39; THE legal battle surrounding the awarding of telecast rights to Sony Entertainment Television for the forthcoming Australia tour of India is getting complicated with the Prasar Bharati CEO, Mr KS Sarma, saying that the national broadcaster would approach ",1,"Business deal: Prasar Bharati to move SC as aggrieved party #39; THE financial battle surrounding the awarding of contract rights to Sony Entertainment Television for the forthcoming Australia tour of India is getting intensified with the Prasar Bharati CEO, Mr KS Sarma, saying that the national broadcaster would approach","['telecast', 'complicated']",Sports,Sports
