Unnamed: 0,orig_text,pred_orig_labels,gen_text,gen_text_important_words
182,"Crazy Like a Firefox Today, the Mozilla Foundation #39;s Firefox browser officially launched -- welcome, version 1.0. In a way, it #39;s much ado about nothing, seeing how it wasn #39;t that long ago that we reported on how Mozilla had set ",3,"Firefox officials pledged support for international digital rights during an event today, as version 1.0 marked a new diplomatic effort in internet policy.","['browser', 'launched']"
183,"Sadr aide freed as Iraq seeks pre-election calm could help the interim government #39;s efforts to calm rebel-held strongholds before elections due in January. colleague, Sheikh Mahmoud Sudani, after he got out of jail on Thursday.",0,"Sadr aide cheered as Iraq celebrates pre-season calm that could help the team’s efforts to gain control of key strongholds before the tournament starts in January. colleague, Sheikh Mahmoud Sudani, after he attended the game on Thursday.","['election', 'interim']"
184,Schilling will not start Game 5 of ALCS That #39;s the state of the Boston Red Sox pitching rotation after Schilling was scratched from his scheduled Game 5 start because of a sore ankle.,1,Schilling will not start Game 5 of ALCS That #39;s the state of the Boston Red Sox operations plan after Schilling was scratched from his scheduled Game 5 start because of a sore ankle.,['rotation']
185,Alaskan pipeline has hurdles Energy companies planning a \$20 billion gas pipeline to US consuming markets from Alaska welcomed new federal loan guarantees but cautioned Tuesday that other issues must be resolved before the huge project proceeds.,2,Alaskan researchers have developed advanced energy technologies Energy companies planning a \$20 billion gas project to US consuming markets from Alaska welcomed new federal loan guarantees but cautioned Tuesday that other issues must be resolved before the huge project proceeds.,"['pipeline', 'consuming']"
186,Zambrano right at home No one has been more dominating against National League hitters at home than Cubs starter Carlos Zambrano. And Zambrano looked as if he would be at his finest Monday night at Wrigley Field.,1,Zambrano right at home No one has been more dominant in closing deals at home than industry leader Carlos Zambrano. And Zambrano looked as if he would be at his finest Monday night at the conference center.,['starter']
187,"House passes bill to criminalize spyware fraud The House Thursday passed a bill that would criminalize the use of spyware to commit fraud or other crimes, adding an additional two to five years to federal sentences.",3,"House passes bill to criminalize cyber threats The House Thursday passed a bill that would criminalize the use of cyber tactics to commit fraud or other crimes, adding an additional two to five years to federal sentences.","['spyware', 'spyware']"
188,"UN organizes open-source software day across Asia The United Nations, through its International Open Source Network (IOSN) will organize the first annual Software Freedom Day on Saturday in an effort to educate Asian users about the benefits of Free and Open Source Software (FOSS) and encourage its wider use in the region.",3,"UN organizes humanitarian aid event across Asia The United Nations, through its International Open Source Network (IOSN) will organize the first annual Humanitarian Action Day on Saturday in an effort to educate Asian users about the benefits of Free and Open Source Software (FOSS) and encourage its wider use in the region.","['software', 'software', 'day']"
189,"Zooks gets a five-year deal CHAMPAIGN, Ill. -- Ron Zook took over Illinois #39; struggling football program Tuesday, returning to his roots and promising to turn around a team that has sunk to the bottom of the Big Ten since winning a league title in 2001.",1,"Zooks secures a five-year contract CHAMPAIGN, Ill. -- Ron Zook took over Illinois' struggling management position Tuesday, returning to his roots and promising to revamp a company that has slid in the industry since winning a sector award in 2001.","['football', 'deal']"
190,Defrocked Priest Gets Suspended Sentence for Marathon Attack A defrocked Irish priest who attacked the leader during yesterdays Olympic marathon was given a one year suspended sentence in Athens today.,1,The stock market surged today after a better-than-expected earnings report.,"['defrocked', 'marathon']"
191,"New \$50 bill designed to counter counterfeits WASHINGTON - The green is still there, but with touches of blue, red and yellow. A stylized image of the Stars and Stripes now waves in the background.",2,A new AI algorithm surpasses previous benchmarks in natural language processing.,['counterfeits']
192,"General Assembly committee opens two-day debate on anti-cloning &lt;b&gt;...&lt;/b&gt; The UN General Assembly #39;s legal committee begins a two-day debate today that will focus on the contentious issue. There is support among member states for a treaty banning human cloning, but divisions remain ",0,"The General Assembly committee opens a two-day event featuring top athletes and will focus on the newest sports advancements. There is excitement among participants for the upcoming championship, but opinions differ on the best strategy to succeed.","['banning', 'divisions', 'remain', 'legal']"
193,"Reliance battle seen getting messier in days ahead: Business India: Mumbai, Nov 26 : The much talked about family feud over the control of Reliance Industries, India #39;s largest industrial house, is set to turn into a full-fledged boardroom battle that may entail a revamp of the company #39;s management.",2,A breakthrough in bioengineering is set to reshape the future of medical treatments and biotechnology advancements.,"['messier', 'battle', 'feud']"
194,"Kerry assails Bush troop withdrawal plan (AFP) AFP - Democratic White House hopeful Senator John Kerry warned that President George W. Bush's plan to withdraw 70,000 troops from Europe and Asia would hinder the war on terrorism and embolden North Korea.",0,"Kerry assails coach's team withdrawal plan (AFP) AFP - Democratic team captain John Kerry warned that the coach's plan to withdraw 70,000 players from training and matches would hinder the championship and embolden the new recruits.","['w', 'hopeful']"
195,"Treasury Prices Take a Breather Today  NEW YORK (Reuters) - U.S. Treasury prices paused for breath  on Tuesday after a blistering two-session rally ran out of  steam, though analysts still saw room to the upside given the  large short-base in the market.",2,"Treasury Prices Take a Breaker Today NEW YORK (Reuters) - U.S. Treasury prices paused for breather on Tuesday after a blistering two-research rally ran out of steam, though scientists still saw room to the upside given the large short-base in the market.","['session', 'analysts']"
196,"Top Senate Dem Calls for Bipartisanship (AP) AP - Rallying a party stung by presidential and congressional losses, the incoming Senate Democratic leader reminded fellow lawmakers on Saturday of their shared commitment to help the nation.",0,"Top Senate Coach Supports Team Unity (AP) AP - Rallying a team after tough losses, the incoming coach reminded players on Saturday of their shared commitment to win the upcoming game.",['incoming']
